,,,,,,,,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,,-additional
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,-9999
954,Cristian Gamboa,cr CRC,DF,Bochum,de Bundesliga,31,1989,19.1,1,5,1,20.0,0.26,0.05,0.20,1.00,27.3,0,0,0,0.1,0.1,0.02,+0.9,+0.9,Matches,f27680d9
955,Kévin Gameiro,fr FRA,FW,Strasbourg,fr Ligue 1,34,1987,26.5,11,65,25,38.5,2.45,0.94,0.15,0.40,14.2,0,1,3,13.3,10.9,0.17,-2.3,-0.9,Matches,42276181
956,Idrissa Gana Gueye,sn SEN,MF,Paris S-G,fr Ligue 1,31,1989,18.2,3,24,7,29.2,1.32,0.38,0.13,0.43,23.6,0,0,0,1.4,1.4,0.06,+1.6,+1.6,Matches,72c812f3
957,Ignatius Ganago,cm CMR,FW,Lens,fr Ligue 1,22,1999,11.4,5,31,10,32.3,2.72,0.88,0.16,0.50,13.2,0,0,0,4.2,4.2,0.14,+0.8,+0.8,Matches,23c63b7f
958,Silvère Ganvoula M'Boussy,cg CGO,FW,Bochum,de Bundesliga,25,1996,1.7,0,3,1,33.3,1.76,0.59,0.00,0.00,8.1,0,0,0,0.8,0.8,0.26,-0.8,-0.8,Matches,6c731625
959,Álvaro García,es ESP,FWMF,Rayo Vallecano,es La Liga,28,1992,33.3,7,68,23,33.8,2.04,0.69,0.10,0.30,17.0,0,0,0,5.3,5.3,0.08,+1.7,+1.7,Matches,90bbd822
960,Dani García,es ESP,MF,Athletic Club,es La Liga,31,1990,24.2,0,12,2,16.7,0.50,0.08,0.00,0.00,20.6,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches,240d3a0b
961,David García,es ESP,DF,Osasuna,es La Liga,27,1994,34.5,4,31,4,12.9,0.90,0.12,0.13,1.00,12.8,0,0,0,1.2,1.2,0.04,+2.8,+2.8,Matches,3e42f707
962,Eric García,es ESP,DF,Barcelona,es La Liga,20,2001,22.7,0,6,4,66.7,0.26,0.18,0.00,0.00,24.6,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,2bed3eab
963,Francisco Garcia,es ESP,DF,Rayo Vallecano,es La Liga,21,1999,33.6,1,25,8,32.0,0.74,0.24,0.04,0.13,23.6,0,0,0,0.9,0.9,0.04,+0.1,+0.1,Matches,7226539b
964,Joan García,es ESP,GK,Espanyol,es La Liga,20,2001,1.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,87b498b0
965,Manu García,es ESP,MF,Alavés,es La Liga,23,1998,12.0,0,8,1,12.5,0.67,0.08,0.00,0.00,22.7,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,6ed1a2a2
966,Raúl García,es ESP,FW,Athletic Club,es La Liga,35,1986,20.0,6,43,12,27.9,2.15,0.60,0.14,0.50,17.0,0,0,1,6.1,5.3,0.12,-0.1,+0.7,Matches,b418dbd4
967,Rubén García,es ESP,MFFW,Osasuna,es La Liga,28,1993,26.4,1,31,10,32.3,1.17,0.38,0.03,0.10,22.7,4,0,2,3.1,1.6,0.05,-2.1,-0.6,Matches,5c96b017
968,Saúl García,es ESP,MF,Alavés,es La Liga,26,1994,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,dafa5038
969,Unai García,es ESP,DF,Osasuna,es La Liga,29,1992,15.6,0,8,0,0.0,0.51,0.00,0.00,,17.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,4a633cfe
970,Alejandro Garnacho,es ESP,FWMF,Manchester Utd,eng Premier League,17,2004,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,7aa8adfe
971,Mario Gaspar,es ESP,DF,Villarreal,es La Liga,30,1990,6.9,0,4,1,25.0,0.58,0.14,0.00,0.00,17.5,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches,fb5d47b3
972,Djeidi Gassama,fr FRA,FW,Paris S-G,fr Ligue 1,17,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,bbdb2789
973,Johan Gastien,fr FRA,MF,Clermont Foot,fr Ligue 1,33,1988,30.5,0,24,7,29.2,0.79,0.23,0.00,0.00,23.5,1,0,0,0.8,0.8,0.03,-0.8,-0.8,Matches,868eaba0
974,Gavi,es ESP,MFFW,Barcelona,es La Liga,16,2004,25.7,2,30,8,26.7,1.17,0.31,0.07,0.25,15.3,0,0,0,3.6,3.6,0.12,-1.6,-1.6,Matches,19cae58d
975,Dwight Gayle,eng ENG,FWDF,Newcastle Utd,eng Premier League,30,1990,0.4,0,2,0,0.0,4.74,0.00,0.00,,7.3,0,0,0,0.6,0.6,0.28,-0.6,-0.6,Matches,e58a03c6
976,Jean-Philippe Gbamin,ci CIV,MF,Everton,eng Premier League,25,1995,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,6bd603db
977,David de Gea,es ESP,GK,Manchester Utd,eng Premier League,30,1990,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,7ba6d84e
978,Linus Gechter,de GER,DF,Hertha BSC,de Bundesliga,17,2004,8.0,1,5,1,20.0,0.63,0.13,0.20,1.00,9.6,0,0,0,0.5,0.5,0.11,+0.5,+0.5,Matches,ad2b068c
979,Dennis Geiger,de GER,MF,Hoffenheim,de Bundesliga,23,1998,15.3,2,14,2,14.3,0.92,0.13,0.14,1.00,20.4,0,0,0,0.9,0.9,0.07,+1.1,+1.1,Matches,37f606f0
980,Joe Gelhardt,eng ENG,FWMF,Leeds United,eng Premier League,19,2002,8.3,2,23,9,39.1,2.77,1.09,0.09,0.22,15.4,0,0,0,3.0,3.0,0.13,-1.0,-1.0,Matches,01962d0d
981,Luca Gemello,it ITA,GK,Torino,it Serie A,21,2000,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,53e494ec
982,Yannick Gerhardt,de GER,MFDF,Wolfsburg,de Bundesliga,27,1994,17.5,1,14,3,21.4,0.80,0.17,0.07,0.33,15.6,0,0,0,2.2,2.2,0.16,-1.2,-1.2,Matches,62ab9184
983,Valère Germain,fr FRA,FW,Montpellier,fr Ligue 1,31,1990,21.9,4,32,16,50.0,1.46,0.73,0.13,0.25,12.5,0,0,0,4.4,4.4,0.14,-0.4,-0.4,Matches,ea0ff634
984,Gerson,br BRA,MFFW,Marseille,fr Ligue 1,24,1997,28.3,9,45,18,40.0,1.59,0.64,0.20,0.50,17.2,0,0,0,4.9,4.9,0.11,+4.1,+4.1,Matches,8827bf46
985,Willem Geubbels,fr FRA,FWMF,Nantes,fr Ligue 1,19,2001,6.0,2,12,3,25.0,1.99,0.50,0.17,0.67,17.0,0,0,0,1.8,1.8,0.15,+0.2,+0.2,Matches,9836e892
986,Hamadi Al Ghaddioui,ma MAR,FW,Stuttgart,de Bundesliga,30,1990,5.5,2,12,4,33.3,2.17,0.72,0.17,0.50,11.3,0,0,0,1.7,1.7,0.14,+0.3,+0.3,Matches,5723931e
987,Ismaël Gharbi,es ESP,FW,Paris S-G,fr Ligue 1,17,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,5b3cfa12
988,Anwar El Ghazi,nl NED,FWMF,Aston Villa,eng Premier League,26,1995,4.3,1,7,2,28.6,1.63,0.47,0.00,0.00,22.3,0,1,1,1.1,0.3,0.04,-0.1,-0.3,Matches,ffa90327
989,Anwar El Ghazi,nl NED,FWMF,Everton,eng Premier League,26,1995,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ffa90327
990,Lamine Ghezali,fr FRA,DF,Saint-Étienne,fr Ligue 1,22,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ce84946a
991,Paolo Ghiglione,it ITA,DF,Genoa,it Serie A,24,1997,6.7,0,8,4,50.0,1.19,0.60,0.00,0.00,18.6,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches,71dc23da
992,Saman Ghoddos,ir IRN,MFDF,Brentford,eng Premier League,27,1993,6.0,1,8,3,37.5,1.34,0.50,0.13,0.33,20.4,1,0,0,0.5,0.5,0.06,+0.5,+0.5,Matches,f7b1d4e0
993,Faouzi Ghoulam,dz ALG,DF,Napoli,it Serie A,30,1991,3.7,0,3,1,33.3,0.81,0.27,0.00,0.00,28.2,2,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,c5adc293
994,Dimitris Giannoulis,gr GRE,DF,Norwich City,eng Premier League,25,1995,13.0,0,2,1,50.0,0.15,0.08,0.00,0.00,16.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,112c495e
995,Morgan Gibbs-White,eng ENG,DFFW,Wolves,eng Premier League,21,2000,0.1,0,2,0,0.0,20.00,0.00,0.00,,16.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,32f60ed8
996,Ben Gibson,eng ENG,DF,Norwich City,eng Premier League,28,1993,27.7,0,8,4,50.0,0.29,0.14,0.00,0.00,10.6,0,0,0,1.4,1.4,0.17,-1.4,-1.4,Matches,bcfb0142
997,Niko Gießelmann,de GER,DFFW,Union Berlin,de Bundesliga,29,1991,23.1,3,27,12,44.4,1.17,0.52,0.11,0.25,15.3,0,0,0,3.4,3.4,0.13,-0.4,-0.4,Matches,7242b495
998,Rafał Gikiewicz,pl POL,GK,Augsburg,de Bundesliga,33,1987,34.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,17376543
999,Óscar Gil,es ESP,DF,Espanyol,es La Liga,24,1997,18.8,0,6,1,16.7,0.32,0.05,0.00,0.00,24.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,6652cf96
1000,Mario Gila,es ESP,DF,Real Madrid,es La Liga,20,2000,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,9c435456
1001,Billy Gilmour,sct SCO,MF,Norwich City,eng Premier League,20,2001,20.6,0,18,3,16.7,0.87,0.15,0.00,0.00,23.3,2,0,0,0.9,0.9,0.05,-0.9,-0.9,Matches,df10e27c
1002,Daniel Ginczek,de GER,MFFW,Wolfsburg,de Bundesliga,30,1991,0.1,0,1,1,100.0,6.92,6.92,0.00,0.00,16.6,0,0,0,0.1,0.1,0.12,-0.1,-0.1,Matches,e5f63987
1003,Matthias Ginter,de GER,DF,M'Gladbach,de Bundesliga,27,1994,26.2,1,31,14,45.2,1.18,0.54,0.03,0.07,13.9,1,0,0,2.0,2.0,0.07,-1.0,-1.0,Matches,f521b80a
1004,Nicholas Gioacchini,us USA,FWMF,Montpellier,fr Ligue 1,21,2000,5.5,0,11,2,18.2,1.99,0.36,0.00,0.00,11.0,0,0,0,1.4,1.4,0.13,-1.4,-1.4,Matches,79ab7593
1005,Sebastian Giovinco,it ITA,MF,Sampdoria,it Serie A,34,1987,0.4,0,1,0,0.0,2.31,0.00,0.00,,19.3,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,2b7c18ae
1006,Jimmy Giraudon,fr FRA,DF,Troyes,fr Ligue 1,29,1992,18.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,6ba71da5
1007,Andrei Girotto,br BRA,DFMF,Nantes,fr Ligue 1,29,1992,35.0,6,45,10,22.2,1.29,0.29,0.13,0.60,16.1,3,0,0,2.9,2.9,0.06,+3.1,+3.1,Matches,3befc2b6
1008,Olivier Giroud,fr FRA,FW,Milan,it Serie A,34,1986,21.0,11,61,22,36.1,2.90,1.05,0.15,0.41,11.9,2,2,2,9.8,8.3,0.14,+1.2,+0.7,Matches,16ceb862
1009,Serge Gnabry,de GER,FWDF,Bayern Munich,de Bundesliga,26,1995,24.3,14,68,26,38.2,2.80,1.07,0.21,0.54,16.3,0,0,0,8.5,8.5,0.13,+5.5,+5.5,Matches,88e357ef
1010,Ben Godfrey,eng ENG,DF,Everton,eng Premier League,23,1998,22.5,0,18,6,33.3,0.80,0.27,0.00,0.00,17.2,0,0,0,1.4,1.4,0.08,-1.4,-1.4,Matches,9f7c837d
1011,Diego Godín,uy URU,DF,Cagliari,it Serie A,35,1986,9.1,0,7,0,0.0,0.77,0.00,0.00,,11.2,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches,fc4f85b1
1012,Edoardo Goldaniga,it ITA,DF,Cagliari,it Serie A,27,1993,10.4,0,5,1,20.0,0.48,0.10,0.00,0.00,15.3,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches,4b029b31
1013,Edoardo Goldaniga,it ITA,DFMF,Sassuolo,it Serie A,27,1993,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,4b029b31
1014,Aleksandr Golovin,ru RUS,FWMF,Monaco,fr Ligue 1,25,1996,16.7,3,23,7,30.4,1.38,0.42,0.13,0.43,19.8,1,0,0,2.7,2.7,0.12,+0.3,+0.3,Matches,3708e9fa
1015,André Gomes,pt POR,MF,Everton,eng Premier League,28,1993,6.9,0,14,4,28.6,2.04,0.58,0.00,0.00,23.5,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches,1961b2aa
1016,Angel Gomes,eng ENG,MFFW,Lille,fr Ligue 1,20,2000,10.6,1,14,2,14.3,1.32,0.19,0.07,0.50,19.6,0,0,0,1.1,1.1,0.08,-0.1,-0.1,Matches,645a3363
1017,Toti Gomes,pt POR,DF,Wolves,eng Premier League,22,1999,4.0,0,1,0,0.0,0.25,0.00,0.00,,9.4,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,f0caab96
1018,Dani Gómez,es ESP,FW,Levante,es La Liga,23,1998,11.8,4,31,14,45.2,2.62,1.19,0.13,0.29,15.1,0,0,0,4.7,4.7,0.15,-0.7,-0.7,Matches,0e5ddc7c
1019,Joe Gomez,eng ENG,DF,Liverpool,eng Premier League,24,1997,3.7,0,1,0,0.0,0.27,0.00,0.00,,30.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,7a11550b
1020,Maxi Gómez,uy URU,FW,Valencia,es La Liga,24,1996,21.7,5,43,13,30.2,1.98,0.60,0.12,0.38,18.1,6,0,0,4.8,4.8,0.11,+0.2,+0.2,Matches,4c2e9442
1021,Moi Gómez,es ESP,MFFW,Villarreal,es La Liga,27,1994,14.3,2,13,5,38.5,0.91,0.35,0.15,0.40,13.8,0,0,0,2.6,2.6,0.20,-0.6,-0.6,Matches,5a626448
1022,Papu Gómez,ar ARG,FWMF,Sevilla,es La Liga,33,1988,19.8,5,34,12,35.3,1.72,0.61,0.15,0.42,22.3,0,0,0,2.0,2.0,0.06,+3.0,+3.0,Matches,6e4df551
1023,Sergi Gómez,es ESP,DF,Espanyol,es La Liga,29,1992,30.2,1,8,3,37.5,0.26,0.10,0.13,0.33,13.0,0,0,0,0.4,0.4,0.06,+0.6,+0.6,Matches,bc6f5f06
1024,Alfred Gomis,sn SEN,GK,Rennes,fr Ligue 1,27,1993,25.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,cecbce23
1025,Maxime Gonalons,fr FRA,MF,Granada,es La Liga,32,1989,17.2,0,11,2,18.2,0.64,0.12,0.00,0.00,25.3,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches,b8c1de25
1026,Vagner Gonçalves,cv CPV,FW,Metz,fr Ligue 1,25,1996,1.0,0,1,1,100.0,1.05,1.05,0.00,0.00,7.7,0,0,0,0.2,0.2,0.18,-0.2,-0.2,Matches,743fd71f
1027,Cedric Gondo,ci CIV,FW,Salernitana,it Serie A,24,1996,7.8,1,19,8,42.1,2.45,1.03,0.05,0.13,15.8,0,0,0,1.7,1.7,0.09,-0.7,-0.7,Matches,ff37d2ef
1028,Álvaro González,es ESP,DF,Marseille,fr Ligue 1,31,1990,5.0,0,2,0,0.0,0.40,0.00,0.00,,6.9,0,0,0,0.2,0.2,0.11,-0.2,-0.2,Matches,42dcf26d
1029,Diego González,es ESP,DF,Elche,es La Liga,26,1995,19.9,0,4,1,25.0,0.20,0.05,0.00,0.00,12.2,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches,4ac7608e
1030,Édgar González,es ESP,DF,Betis,es La Liga,24,1997,16.3,1,5,1,20.0,0.31,0.06,0.20,1.00,8.6,0,0,0,1.1,1.1,0.22,-0.1,-0.1,Matches,49d028db
1031,Giovanni González,uy URU,DF,Mallorca,es La Liga,26,1994,4.1,1,3,1,33.3,0.74,0.25,0.33,1.00,13.4,0,0,0,0.3,0.3,0.12,+0.7,+0.7,Matches,1fc474ae
1032,Nicolás González,ar ARG,FW,Fiorentina,it Serie A,23,1998,26.2,7,69,19,27.5,2.63,0.73,0.06,0.21,16.3,0,3,3,10.1,7.7,0.11,-3.1,-3.7,Matches,2374aaca
1033,Nicolás González,es ESP,MF,Barcelona,es La Liga,19,2002,12.4,2,17,3,17.6,1.37,0.24,0.12,0.67,21.4,0,0,0,1.4,1.4,0.08,+0.6,+0.6,Matches,2c56a792
1034,Peter González,do DOM,MFDF,Real Madrid,es La Liga,19,2002,0.3,0,2,1,50.0,6.67,3.33,0.00,0.00,22.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,1ccd3dae
1035,Roberto González,es ESP,FWMF,Betis,es La Liga,20,2001,1.5,0,2,0,0.0,1.33,0.00,0.00,,17.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,56545648
1036,Charlie Goode,eng ENG,DF,Brentford,eng Premier League,25,1995,5.0,0,2,0,0.0,0.40,0.00,0.00,,11.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,7aee4dd3
1037,Anthony Gordon,eng ENG,MFFW,Everton,eng Premier League,20,2001,25.4,4,44,18,40.9,1.73,0.71,0.09,0.22,18.8,5,0,0,3.5,3.5,0.08,+0.5,+0.5,Matches,2bd83368
1038,Kaide Gordon,eng ENG,FW,Liverpool,eng Premier League,16,2004,0.1,0,1,1,100.0,10.00,10.00,0.00,0.00,19.7,0,0,0,0.4,0.4,0.45,-0.4,-0.4,Matches,19a9cb70
1039,Leon Goretzka,de GER,MF,Bayern Munich,de Bundesliga,26,1995,15.5,3,45,12,26.7,2.90,0.77,0.07,0.25,17.7,0,0,0,4.1,4.1,0.09,-1.1,-1.1,Matches,cc86b9a3
1040,Gori,es ESP,MF,Espanyol,es La Liga,19,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f3451c66
1041,Andoni Gorosabel,es ESP,DF,Real Sociedad,es La Liga,24,1996,25.4,0,11,0,0.0,0.43,0.00,0.00,,19.6,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches,6f5f82c0
1042,Robin Gosens,de GER,DF,Atalanta,it Serie A,27,1994,5.1,1,15,4,26.7,2.93,0.78,0.07,0.25,13.2,0,0,0,1.7,1.7,0.11,-0.7,-0.7,Matches,2d970560
1043,Robin Gosens,de GER,DF,Inter,it Serie A,27,1994,1.9,0,4,1,25.0,2.13,0.53,0.00,0.00,17.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,2d970560
1044,Dan Gosling,eng ENG,MF,Watford,eng Premier League,31,1990,1.8,1,2,1,50.0,1.08,0.54,0.50,1.00,16.6,0,0,0,0.2,0.2,0.11,+0.8,+0.8,Matches,7fec31a0
1045,Amine Gouiri,fr FRA,FWMF,Nice,fr Ligue 1,21,2000,30.6,10,71,33,46.5,2.32,1.08,0.10,0.21,18.2,2,3,5,11.8,7.9,0.11,-1.8,-0.9,Matches,aad56ca3
1046,Lucas Gourna-Douath,fr FRA,MF,Saint-Étienne,fr Ligue 1,17,2003,20.0,1,12,2,16.7,0.60,0.10,0.08,0.50,17.2,0,0,0,1.3,1.3,0.11,-0.3,-0.3,Matches,3cd7820a
1047,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,de Bundesliga,30,1991,28.6,2,11,4,36.4,0.38,0.14,0.09,0.25,19.9,1,1,1,2.0,1.2,0.11,0.0,-0.2,Matches,1025db8e
1048,Jonathan Gradit,fr FRA,DF,Lens,fr Ligue 1,28,1992,34.1,0,5,0,0.0,0.15,0.00,0.00,,30.0,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,06c48679
1049,Jens Grahl,de GER,GK,Eint Frankfurt,de Bundesliga,32,1988,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f26dee6b
1050,Alberto Grassi,it ITA,MF,Cagliari,it Serie A,26,1995,24.2,0,24,2,8.3,0.99,0.08,0.00,0.00,19.8,0,0,0,1.1,1.1,0.05,-1.1,-1.1,Matches,6cc97b6a
1051,Jaume Grau,es ESP,MF,Osasuna,es La Liga,24,1997,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,fc3d2006
1052,Andrew Gravillon,gp GLP,DF,Reims,fr Ligue 1,23,1998,23.7,0,16,4,25.0,0.67,0.17,0.00,0.00,20.5,2,0,0,0.8,0.8,0.05,-0.8,-0.8,Matches,49136c42
1053,Demarai Gray,eng ENG,MFFW,Everton,eng Premier League,25,1996,26.0,5,65,17,26.2,2.50,0.65,0.08,0.29,20.5,4,0,0,4.0,4.0,0.06,+1.0,+1.0,Matches,4468ec10
1054,Adrian Grbić,at AUT,FWMF,Lorient,fr Ligue 1,24,1996,5.8,1,12,7,58.3,2.08,1.22,0.08,0.14,19.0,4,0,0,1.7,1.7,0.14,-0.7,-0.7,Matches,4a987ffa
1055,Ivo Grbić,hr CRO,GK,Lille,fr Ligue 1,25,1996,21.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,3f034750
1056,Jack Grealish,eng ENG,FW,Manchester City,eng Premier League,25,1995,21.3,3,45,16,35.6,2.12,0.75,0.07,0.19,14.6,0,0,0,5.3,5.3,0.12,-2.3,-2.3,Matches,b0b4fd3e
1057,Etienne Green,eng ENG,GK,Saint-Étienne,fr Ligue 1,21,2000,13.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,667b65da
1058,Julian Green,us USA,MF,Greuther Fürth,de Bundesliga,26,1995,11.7,0,19,5,26.3,1.62,0.43,0.00,0.00,25.6,2,0,0,0.6,0.6,0.03,-0.6,-0.6,Matches,ad1d6fa4
1059,Mason Greenwood,eng ENG,FWMF,Manchester Utd,eng Premier League,19,2001,14.1,5,48,18,37.5,3.40,1.27,0.10,0.28,19.1,0,0,0,4.3,4.3,0.09,+0.7,+0.7,Matches,58eee997
1060,Sam Greenwood,eng ENG,MFFW,Leeds United,eng Premier League,19,2002,2.6,0,4,0,0.0,1.52,0.00,0.00,,20.3,1,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches,f3354c07
1061,Michael Gregoritsch,at AUT,FWMF,Augsburg,de Bundesliga,27,1994,15.5,9,41,17,41.5,2.65,1.10,0.20,0.47,16.5,4,1,1,5.1,4.4,0.11,+3.9,+3.6,Matches,8e235926
1062,Dominik Greif,sk SVK,GK,Mallorca,es La Liga,24,1997,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,30061f53
1063,Clément Grenier,fr FRA,MF,Mallorca,es La Liga,30,1991,0.7,1,1,1,100.0,1.50,1.50,1.00,1.00,4.4,0,0,0,0.6,0.6,0.61,+0.4,+0.4,Matches,8b298f56
1064,Sebastian Griesbeck,de GER,DFMF,Greuther Fürth,de Bundesliga,30,1990,27.1,1,7,2,28.6,0.26,0.07,0.14,0.50,12.0,0,0,0,0.6,0.6,0.09,+0.4,+0.4,Matches,a8db7ebb
1065,Sebastian Griesbeck,de GER,MF,Union Berlin,de Bundesliga,30,1990,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,a8db7ebb
1066,Antoine Griezmann,fr FRA,FW,Barcelona,es La Liga,30,1991,2.9,0,4,0,0.0,1.37,0.00,0.00,,13.7,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches,df69b544
1067,Antoine Griezmann,fr FRA,FWMF,Atlético Madrid,es La Liga,30,1991,18.8,3,43,14,32.6,2.28,0.74,0.07,0.21,16.3,3,0,0,5.1,5.1,0.12,-2.1,-2.1,Matches,df69b544
1068,Vincenzo Grifo,it ITA,MFFW,Freiburg,de Bundesliga,28,1993,30.8,9,62,18,29.0,2.01,0.58,0.06,0.22,22.7,18,5,6,8.7,4.0,0.06,+0.3,0.0,Matches,54e4866f
1069,Lennart Grill,de GER,GK,Leverkusen,de Bundesliga,22,1999,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,37998008
1070,Florian Grillitsch,at AUT,DFMF,Hoffenheim,de Bundesliga,25,1995,16.6,0,8,2,25.0,0.48,0.12,0.00,0.00,26.0,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches,ffbbc83b
1071,Pascal Groß,de GER,MFDF,Brighton,eng Premier League,30,1991,22.6,2,23,7,30.4,1.02,0.31,0.09,0.29,17.5,1,0,1,2.9,2.1,0.09,-0.9,-0.1,Matches,8aec0537
1072,Carlos Gruezo,ec ECU,MF,Augsburg,de Bundesliga,26,1995,10.8,0,10,0,0.0,0.93,0.00,0.00,,24.8,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches,f2dd9a21
1073,Vicente Guaita,es ESP,GK,Crystal Palace,eng Premier League,34,1987,29.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ab13a5aa
1074,Andrés Guardado,mx MEX,MF,Betis,es La Liga,34,1986,15.5,0,15,3,20.0,0.97,0.19,0.00,0.00,24.5,0,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches,ef322658
1075,Sergi Guardiola,es ESP,FW,Rayo Vallecano,es La Liga,30,1991,19.0,8,50,16,32.0,2.63,0.84,0.14,0.44,14.5,0,1,1,7.1,6.3,0.13,+0.9,+0.7,Matches,32974271
1076,Nemanja Gudelj,rs SRB,DFMF,Sevilla,es La Liga,29,1991,11.6,0,4,1,25.0,0.34,0.09,0.00,0.00,25.2,1,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,0076ab7f
1077,Gabriel Gudmundsson,se SWE,DFMF,Lille,fr Ligue 1,22,1999,14.9,1,19,6,31.6,1.27,0.40,0.05,0.17,17.0,0,0,0,2.2,2.2,0.12,-1.2,-1.2,Matches,d5d22a58
1078,Noah Guede-Nadje,fr FRA,MF,Angers,fr Ligue 1,17,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,94b442c0
1079,Gonçalo Guedes,pt POR,FWMF,Valencia,es La Liga,24,1996,29.0,11,67,24,35.8,2.31,0.83,0.15,0.42,21.9,3,1,2,6.4,4.7,0.07,+4.6,+5.3,Matches,e6bc67d7
1080,Marc Guéhi,eng ENG,DF,Crystal Palace,eng Premier League,21,2000,35.8,2,19,5,26.3,0.53,0.14,0.11,0.40,11.1,0,0,0,2.5,2.5,0.13,-0.5,-0.5,Matches,d0706b27
1081,Mattéo Guendouzi,fr FRA,MF,Marseille,fr Ligue 1,22,1999,35.0,4,50,18,36.0,1.43,0.51,0.08,0.22,18.1,0,0,0,3.5,3.5,0.07,+0.5,+0.5,Matches,5ea8ef20
